BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
3.888,1,3.888,1,3.888,1,0,1,11.664,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
8.0354,2,8.0354,2,8.0354,2,0,1,24.1062,2
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0,1,6.75,1
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
5.8151,2,5.8151,2,5.8151,2,0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
2.25,1,2.25,1,2.25,1,0,1,6.75,1
