path_key,source_project,chainage_m,x_svy21,y_svy21,elevation_m_raw,elevation_m_filtered,elevation_m_smooth,gradient_pct,Grade,nearest_road_name,nearest_road_dist_m
upper_paya_lebar_road,Upper Paya Lebar Road,532.0,32961.136,37225.529,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,10.165
upper_paya_lebar_road,Upper Paya Lebar Road,534.0,32959.47,37226.636,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,8.231
upper_paya_lebar_road,Upper Paya Lebar Road,536.0,32957.804,37227.742,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,6.298
upper_paya_lebar_road,Upper Paya Lebar Road,538.0,32956.626,37229.32,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,4.337
upper_paya_lebar_road,Upper Paya Lebar Road,540.0,32955.428,37230.74,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,2.479
upper_paya_lebar_road,Upper Paya Lebar Road,542.0,32953.429,37230.689,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,1.19
upper_paya_lebar_road,Upper Paya Lebar Road,544.0,32951.429,37230.638,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,0.099
upper_paya_lebar_road,Upper Paya Lebar Road,546.0,32949.43,37230.586,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,1.388
upper_paya_lebar_road,Upper Paya Lebar Road,548.0,32947.431,37230.535,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,2.677
upper_paya_lebar_road,Upper Paya Lebar Road,550.0,32945.431,37230.484,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,3.966
upper_paya_lebar_road,Upper Paya Lebar Road,552.0,32943.644,37229.9,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,4.716
upper_paya_lebar_road,Upper Paya Lebar Road,554.0,32942.158,37228.561,,48.279,48.279,,,UPPER PAYA LEBAR ROAD,4.702
upper_paya_lebar_road,Upper Paya Lebar Road,556.0,32940.672,37227.223,,,48.279,,,UPPER PAYA LEBAR ROAD,4.688
upper_paya_lebar_road,Upper Paya Lebar Road,558.0,32939.184,37225.886,,,48.279,,,UPPER PAYA LEBAR ROAD,4.676
upper_paya_lebar_road,Upper Paya Lebar Road,560.0,32937.695,37224.551,,,48.279,,,UPPER PAYA LEBAR ROAD,4.666
upper_paya_lebar_road,Upper Paya Lebar Road,562.0,32936.206,37223.216,,,,,,UPPER PAYA LEBAR ROAD,4.656
upper_paya_lebar_road,Upper Paya Lebar Road,564.0,32934.717,37221.881,,,,,,UPPER PAYA LEBAR ROAD,4.646
upper_paya_lebar_road,Upper Paya Lebar Road,566.0,32933.228,37220.546,,,,,,UPPER PAYA LEBAR ROAD,4.637
upper_paya_lebar_road,Upper Paya Lebar Road,568.0,32931.737,37219.213,,,,,,UPPER PAYA LEBAR ROAD,4.63
upper_paya_lebar_road,Upper Paya Lebar Road,570.0,32930.241,37217.886,,,,,,UPPER PAYA LEBAR ROAD,4.631
upper_paya_lebar_road,Upper Paya Lebar Road,572.0,32928.745,37216.558,,,,,,UPPER PAYA LEBAR ROAD,4.631
upper_paya_lebar_road,Upper Paya Lebar Road,574.0,32927.249,37215.231,,,,,,UPPER PAYA LEBAR ROAD,4.632
upper_paya_lebar_road,Upper Paya Lebar Road,576.0,32925.753,37213.903,,,,,,UPPER PAYA LEBAR ROAD,4.632
upper_paya_lebar_road,Upper Paya Lebar Road,578.0,32924.257,37212.576,,,,,,UPPER PAYA LEBAR ROAD,4.632
upper_paya_lebar_road,Upper Paya Lebar Road,580.0,32922.761,37211.248,,,,,,UPPER PAYA LEBAR ROAD,4.633
upper_paya_lebar_road,Upper Paya Lebar Road,582.0,32921.26,37209.926,,,,,,UPPER PAYA LEBAR ROAD,4.641
upper_paya_lebar_road,Upper Paya Lebar Road,584.0,32919.757,37208.608,,,,,,UPPER PAYA LEBAR ROAD,4.653
upper_paya_lebar_road,Upper Paya Lebar Road,586.0,32918.253,37207.289,,,,,,UPPER PAYA LEBAR ROAD,4.665
upper_paya_lebar_road,Upper Paya Lebar Road,588.0,32916.749,37205.971,,,,,,UPPER PAYA LEBAR ROAD,4.678
upper_paya_lebar_road,Upper Paya Lebar Road,590.0,32915.671,37204.985,,,,,,UPPER PAYA LEBAR ROAD,4.656
upper_paya_lebar_road,Upper Paya Lebar Road,592.0,32917.313,37206.127,,,,,,UPPER PAYA LEBAR ROAD,4.42
upper_paya_lebar_road,Upper Paya Lebar Road,594.0,32918.955,37207.269,,,,,,UPPER PAYA LEBAR ROAD,4.184
upper_paya_lebar_road,Upper Paya Lebar Road,596.0,32920.596,37208.411,,,,,,UPPER PAYA LEBAR ROAD,3.948
upper_paya_lebar_road,Upper Paya Lebar Road,598.0,32922.238,37209.553,,,,,,UPPER PAYA LEBAR ROAD,3.712
upper_paya_lebar_road,Upper Paya Lebar Road,600.0,32923.88,37210.695,,,,,,UPPER PAYA LEBAR ROAD,3.476
upper_paya_lebar_road,Upper Paya Lebar Road,602.0,32925.522,37211.837,,,,,,UPPER PAYA LEBAR ROAD,3.24
upper_paya_lebar_road,Upper Paya Lebar Road,604.0,32927.164,37212.979,,,,,,UPPER PAYA LEBAR ROAD,3.004
upper_paya_lebar_road,Upper Paya Lebar Road,606.0,32928.806,37214.121,,,,,,UPPER PAYA LEBAR ROAD,2.768
upper_paya_lebar_road,Upper Paya Lebar Road,608.0,32930.448,37215.263,,,,,,UPPER PAYA LEBAR ROAD,2.532
upper_paya_lebar_road,Upper Paya Lebar Road,610.0,32932.09,37216.405,,,,,,UPPER PAYA LEBAR ROAD,2.296
upper_paya_lebar_road,Upper Paya Lebar Road,612.0,32933.731,37217.547,,,,,,UPPER PAYA LEBAR ROAD,2.06
upper_paya_lebar_road,Upper Paya Lebar Road,614.0,32935.373,37218.689,,,,,,UPPER PAYA LEBAR ROAD,1.824
upper_paya_lebar_road,Upper Paya Lebar Road,616.0,32937.015,37219.831,,,,,,UPPER PAYA LEBAR ROAD,1.588
upper_paya_lebar_road,Upper Paya Lebar Road,618.0,32938.657,37220.974,,,,,,UPPER PAYA LEBAR ROAD,1.352
