BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
7.0981,2,7.0981,2,14.1961,3,0.0,1,28.3923,3
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,0.0,1,16.3951,2
4.0988,1,4.0988,1,8.1975,2,9.5964,1,25.9915,2
9.0015,2,0.0,1,9.0015,2,24.6786,2,42.6815,2
13.5425,3,13.5425,3,30.067,4,0.0,1,57.1521,4
11.9423,3,11.9423,3,23.8846,4,26.3032,3,74.0725,4
4.0988,1,4.0988,1,4.0988,1,12.059,2,24.3554,2
3.6372,1,3.6372,1,9.7146,2,0.0,1,16.9891,2
2.7,1,2.7,1,5.4,2,6.6513,1,17.4513,2
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
2.6462,1,0.0,1,2.6462,1,8.3353,1,13.6277,1
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
4.6101,1,0.0,1,4.6101,1,13.1351,2,22.3553,2
3.2933,1,3.2933,1,6.5867,2,0.0,1,13.1734,2
9.8057,2,0.0,1,19.6115,3,31.3442,3,60.7615,3
