BB,BB Smoothed,BP,BP Smoothed,SB,SB Smoothed,VB,VBSmoothed,CycleRAP score,CycleRAP score Smoothed,BB Band,BP Band,SB Band,VB Band,CycleRAP score Band,BB Smoothed.1,BP Smoothed.1,SB Smoothed.1,VB Smoothed
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.14564819295976136,0.14564819295976136,9.0914937323778,9.0914937323778,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,7.221541821536727,5.023289121628581,18.021541821536726,15.82328912162858,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,2.825036421720436,5.023289121628581,13.625036421720434,15.82328912162858,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,7.221541821536727,7.221541821536727,18.021541821536726,18.021541821536726,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.8409742565696727,2.9819485131393457,2.8409742565696727,2.9819485131393457,4.190974256569673,0.21156029353642558,1.4248921196029007,9.157405832954463,11.297814889311919,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.8409742565696727,2.6999999999999997,2.8409742565696727,5.3999999999999995,4.190974256569673,2.6382239456693757,1.4248921196029007,13.438223945669375,11.297814889311919,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.8879656754262304,2.9819485131393457,2.8879656754262304,2.9819485131393457,3.7879656754262303,0.14937672690495685,0.3424877213610917,9.095222266322995,9.906384747639784,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.8879656754262304,2.9819485131393457,2.8879656754262304,2.9819485131393457,3.7879656754262303,0.14937672690495685,0.3424877213610917,9.095222266322995,9.906384747639784,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.8879656754262304,2.6999999999999997,2.8879656754262304,5.3999999999999995,3.7879656754262303,0.7287097102733612,0.3424877213610917,11.52870971027336,9.906384747639784,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.14937672690495685,0.14937672690495685,9.095222266322995,9.095222266322995,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.8409742565696727,2.9819485131393457,2.8409742565696727,2.9819485131393457,4.190974256569673,0.579098491641599,3.9003201565891628,9.524944031059636,13.773242926298181,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.8409742565696727,2.6999999999999997,2.8409742565696727,5.3999999999999995,4.190974256569673,7.221541821536727,3.9003201565891628,18.021541821536726,13.773242926298181,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.7402783590199062,2.9819485131393457,2.7402783590199062,2.9819485131393457,2.7402783590199062,0.0,0.0,8.945845539418038,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,2.6999999999999997,2.7402783590199062,0.0,0.0,8.1,8.22083507705972,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,5.29799927417945,5.29799927417945,16.09799927417945,16.09799927417945,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,5.9638970262786914,5.9638970262786914,6.163321942753641,6.163321942753641,18.091115995311025,18.091115995311025,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,2.0956715226477134,2.0956715226477134,12.895671522647712,12.895671522647712,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,0.8198177793260051,0.8198177793260051,11.619817779326004,11.619817779326004,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.25,2.25,2.25,2.25,2.25,2.25,0.0,0.0,6.75,6.75,Low,Low,Low,Low,Low,Low,Low,Medium,Low
